TYPE,NAME,FIPS,STATE_ABBREV,LON,LAT,CE_LIVES,NZ_LIVES,CE_COST,NZ_COST
CDP,"Tomales, CA",0678890,CA,-122.90535562936411,38.2470301853217,0.0,1.0,206876.77497891095,1501203.8413114487
CDP,"Silverado Resort, CA",0671927,CA,-122.25553981417463,38.35363734741326,1.0,8.0,1088351.7292368794,7897637.599942839
CDP,"Kahaluu-Keauhou, HI",1521230,HI,-155.9574816309981,19.57258591717994,5.0,23.0,4340610.214484108,22705755.213637903
CDP,"Kilauea, HI",1536650,HI,-159.3966802690851,22.210419988004343,4.0,19.0,3625125.0142944194,18963048.310290992
CDP,"Elmira, CA",0622146,CA,-121.90771857024752,38.352325215780155,0.0,1.0,189886.89490817915,1377916.5693196873
CDP,"Koloa, HI",1539200,HI,-159.46107500517851,21.90296010324515,3.0,15.0,2841148.923146402,14862065.190555325
CDP,"Diablo, CA",0619150,CA,-121.95645646764673,37.84080865161356,1.0,9.0,1178298.1531407537,8550334.922252165
CDP,"Lawai, HI",1544450,HI,-159.5006704149714,21.92039413618734,3.0,16.0,2979353.756687316,15585015.412911223
CDP,"Kalaoa, HI",1525400,HI,-156.01189554932486,19.736583578148068,13.0,64.0,12043389.34404762,62999033.97821709
CDP,"Castle Hill, CA",0611915,CA,-122.05733361422031,37.87296341272608,1.0,10.0,1363188.0244987176,9891990.529221334
town,"Tiburon, CA",0678666,CA,-122.4637112927885,37.88555299877711,10.0,66.0,9181531.071165483,66625892.22284193
CDP,"Lihue, HI",1545200,HI,-159.35457367734722,21.973524156214708,8.0,43.0,8155308.230538188,42660460.90857636
CDP,"Kapaau, HI",1529000,HI,-155.80493052731697,20.226627101210127,2.0,11.0,2130555.9294537376,11144949.4455219
CDP,"Camino Tassajara, CA",0610301,CA,-121.88497869548328,37.790965582346445,2.0,16.0,2274645.1200579773,16505990.06195583
city,"Belvedere, CA",0605164,CA,-122.4663274515165,37.87373770241242,2.0,15.0,2097750.486380358,15222351.994747493
CDP,"Omao, HI",1557800,HI,-159.48125427741053,21.923440943120365,2.0,9.0,1615651.1956420133,8451480.033027802
CDP,"Shell Ridge, CA",0671362,CA,-122.03439381655026,37.9059195408072,1.0,7.0,967423.7593216705,7020122.311060301
CDP,"Kealakekua, HI",1533950,HI,-155.90326304360403,19.528580806895388,3.0,13.0,2502363.623227524,13089877.477346618
city,"San Pablo, CA",0668294,CA,-122.34245554260143,37.96272543367914,31.0,215.0,29647340.72342702,215136289.6256238
CDP,"Kukuihaele, HI",1541000,HI,-155.56567476513882,20.119223430256948,0.0,2.0,415837.5522469981,2175248.456646065
CDP,"Laupahoehoe, HI",1544150,HI,-155.23807836427702,19.974611616990067,1.0,4.0,714262.148565432,3736309.1137685366
CDP,"Norris Canyon, CA",0651622,CA,-121.98878542189262,37.746034554177996,1.0,7.0,1007399.9477233925,7310210.009864446
CDP,"Naalehu, HI",1553600,HI,-155.57509681831795,19.069826747814997,1.0,6.0,1067724.0679753807,5585270.301917692
CDP,"Paauilo, HI",1559300,HI,-155.37013857151362,20.039162909554253,1.0,4.0,738723.1810505496,3864264.9053359516
CDP,"Pahala, HI",1559750,HI,-155.4792906016511,19.199432633355435,2.0,9.0,1667019.3638607601,8720187.195319375
CDP,"Poipu, HI",1564550,HI,-159.46033653324398,21.883264187228885,1.0,6.0,1219382.4693831091,6378596.209635668
CDP,"North Gate, CA",0651890,CA,-121.99818427716988,37.90615297290679,1.0,5.0,684592.2263794879,4967751.842020977
CDP,"Pepeekeo, HI",1563650,HI,-155.106158718193,19.83155090633312,2.0,12.0,2175808.839551205,11381667.65992162
city,"Richmond, CA",0660620,CA,-122.33680375860789,37.94797103947634,109.0,762.0,105216328.46862206,763503571.0600387
CDP,"Alamo, CA",0600618,CA,-122.01299328449186,37.85459866557328,15.0,107.0,14788191.494506983,107310691.98012322
CDP,"Puako, HI",1565150,HI,-155.8596291647079,19.9386446073089,1.0,5.0,956426.3701680957,5003071.450285951
CDP,"Blackhawk, CA",0606928,CA,-121.90714247352187,37.81597993623828,10.0,69.0,9522328.077290162,69098889.85514727
city,"Pinole, CA",0657288,CA,-122.28198027273513,37.99286209440316,19.0,135.0,18583930.58325048,134854518.98157677
CDP,"Waikoloa Village, HI",1576600,HI,-155.81851076458483,19.928507155204507,8.0,43.0,8010988.138875994,41905521.73832861
city,"Emeryville, CA",0622594,CA,-122.29097812655897,37.83807127607591,11.0,77.0,10587693.49819605,76829727.02827771
CDP,"Discovery Harbour, HI",1505900,HI,-155.6254119115547,19.04150437191335,1.0,6.0,1165568.1979158507,6097093.4681873545
CDP,"Princeville, HI",1565075,HI,-159.4805112620713,22.217477733880955,3.0,14.0,2700497.986356976,14126319.389042685
CDP,"Waiohinu, HI",1579550,HI,-155.61425239045477,19.071523827732744,0.0,1.0,262956.0992150135,1375524.7593497178
city,"Berkeley, CA",0606000,CA,-122.27490797540558,37.872567876533864,119.0,826.0,114167996.45647763,828461459.0147568
city,"South San Francisco, CA",0673262,CA,-122.42107894429202,37.65329781206366,67.0,464.0,64100818.69745106,465148372.83997583
CDP,"Puhi, HI",1565750,HI,-159.39179229907418,21.962078826251723,4.0,19.0,3614117.549676116,18905468.20408566
CDP,"Captain Cook, HI",1503850,HI,-155.893675283058,19.499530871902788,4.0,23.0,4263557.9621559875,22302694.470200542
city,"Albany, CA",0600674,CA,-122.30024922399775,37.889838589948695,20.0,136.0,18792806.167649478,136370227.2078284
CDP,"Wailua, HI",1577000,HI,-159.34084752903317,22.055051119793543,3.0,15.0,2846041.1296434253,14887656.348868808
city,"San Mateo, CA",0668252,CA,-122.31239034615743,37.55182268968811,102.0,708.0,97850715.75560479,710054912.555375
city,"Alameda, CA",0600562,CA,-122.26648984196594,37.765084903114,78.0,540.0,74621552.08007422,541492202.9727566
CDP,"Wailua Homesteads, HI",1577225,HI,-159.3771406657582,22.065009407026615,7.0,34.0,6336630.465269698,33146947.805539012
city,"Lincoln City, OR",4142600,OR,-124.00699626444302,44.97280353643391,12.0,67.0,11828258.287972338,67224077.61470191
CDP,"Haena, HI",1508950,HI,-159.56113375885596,22.218381036103253,1.0,3.0,532027.4565513064,2783038.4665912897
city,"San Bruno, CA",0665028,CA,-122.43138644088343,37.62541415205451,43.0,301.0,41650191.291044034,302235121.19156826
CDP,"Neskowin, OR",4152000,OR,-123.97619813000072,45.120851499440406,0.0,1.0,198707.67407619033,1129324.3501723192
CDP,"Wainiha, HI",1579250,HI,-159.54560398462337,22.19833616599396,0.0,2.0,392599.5713861365,2053690.4546570207
city,"San Francisco, CA",0667000,CA,-122.44098787629765,37.75591366110527,857.0,5963.0,823843282.248626,5978228827.650395
CDP,"Lincoln Beach, OR",4142550,OR,-124.03175650031075,44.87100385862537,3.0,17.0,3052738.637289028,17349768.164869554
CDP,"Makena, HI",1548350,HI,-156.42475139279716,20.631187003291327,0.0,1.0,123528.21404984358,646176.7474154489
CDP,"Rose Lodge, OR",4163800,OR,-123.88815883357294,45.018576183703786,3.0,17.0,2948233.1198119204,16755827.210334484
city,"Pacifica, CA",0654806,CA,-122.47794746715817,37.61107999959498,39.0,270.0,37348753.419018745,271021684.8002423
CDP,"East Richmond Heights, CA",0621061,CA,-122.31390713008408,37.945081360927716,3.0,24.0,3321021.8514730483,24099035.578154318
city,"Millbrae, CA",0647486,CA,-122.40231750878661,37.5993402814493,23.0,160.0,22041870.879999425,159947104.92813528
CDP,"Grand Ronde, OR",4130300,OR,-123.62103457552321,45.07384731379179,3.0,14.0,2518435.780328605,14313140.467739541
town,"Hillsborough, CA",0633798,CA,-122.35869772417932,37.5572407281739,11.0,79.0,10918496.457220301,79230202.73588203
CDP,"Kensington, CA",0638086,CA,-122.28059117403627,37.908367167432274,5.0,37.0,5142936.637881525,37319782.45115321
city,"Half Moon Bay, CA",0631708,CA,-122.4379741591222,37.46855916320867,12.0,83.0,11478163.094844406,83291430.51914003
city,"Woodburn, OR",4183750,OR,-122.85856777982747,45.14768327384499,37.0,203.0,35944010.377337545,204282226.89783728
CDP,"Rollingwood, CA",0662700,CA,-122.33057968806848,37.96544402031981,3.0,23.0,3130135.551854826,22713866.816364527
city,"Monmouth, OR",4149550,OR,-123.22841046192447,44.850506539472505,15.0,82.0,14467390.581443518,82223178.05810167
CDP,"Tara Hills, CA",0677924,CA,-122.31878534056058,37.99372295188716,5.0,36.0,5011015.216155843,36362493.045099534
CDP,"Mililani Mauka, HI",1551000,HI,-157.99474600095238,21.475631121786403,27.0,138.0,26068122.31938976,136362487.07339483
city,"Daly City, CA",0617918,CA,-122.46829802296361,37.68615523032451,106.0,740.0,102245098.26566409,741942802.8464206
city,"Independence, OR",4136150,OR,-123.19451731805016,44.85462255305069,13.0,71.0,12559796.910312092,71381664.29644741
CDP,"Montalvin Manor, CA",0648718,CA,-122.32965204164053,37.99766413213134,3.0,20.0,2793336.164570319,20269877.953939606
city,"Falls City, OR",4124550,OR,-123.43750160691341,44.86480425952437,1.0,8.0,1404200.8968050785,7980558.741217723
CDP,"North Richmond, CA",0652162,CA,-122.37046206765886,37.964060639226396,4.0,27.0,3710789.6883898373,26927390.64149473
city,"Dallas, OR",4117700,OR,-123.31357247998655,44.92204588110153,23.0,125.0,21999147.383279562,125028753.61241098
city,"Sausalito, CA",0670364,CA,-122.49337421717092,37.85783561998743,7.0,52.0,7188718.079339645,52165020.43745531
town,"Colma, CA",0614736,CA,-122.45260218406197,37.676586276970305,2.0,13.0,1794930.8592373144,13024937.676306097
city,"Burlingame, CA",0609066,CA,-122.36731946312071,37.58594127227892,30.0,211.0,29166627.057896312,211647985.04750395
city,"San Rafael, CA",0668364,CA,-122.5222095563855,37.99057473631082,61.0,423.0,58459179.109258056,424209746.346241
city,"Salem, OR",4164900,OR,-123.02486710035652,44.92327315221686,240.0,1308.0,231107328.3114874,1313462776.809305
CDP,"Haleiwa, HI",1510750,HI,-158.10696602809438,21.586987166332918,5.0,26.0,4867745.46453839,25463202.521915704
town,"San Anselmo, CA",0664434,CA,-122.56991051130285,37.98212228016671,13.0,90.0,12436592.21177569,90246283.09796941
city,"Sheridan, OR",4167050,OR,-123.39721738042718,45.09554391166491,9.0,51.0,9072845.207449164,51564113.29231241
town,"Ross, CA",0662980,CA,-122.56156862290788,37.96381488900024,3.0,18.0,2449540.944315511,17775123.744223963
city,"Brisbane, CA",0608310,CA,-122.40215439324413,37.68971852389473,4.0,31.0,4309433.109705623,31271453.931086797
city,"Amity, OR",4102000,OR,-123.20344094127786,45.11535617062355,2.0,13.0,2294705.658405783,13041604.90310108
city,"Belmont, CA",0605108,CA,-122.29563496532421,37.51537705635647,27.0,191.0,26360298.632095437,191283828.591453
city,"Willamina, OR",4182350,OR,-123.48437048185026,45.078732603528714,3.0,18.0,3261749.672243243,18537650.0739397
city,"Mill Valley, CA",0647710,CA,-122.5424690226959,37.90878017615441,15.0,103.0,14189548.073191196,102966628.69053115
city,"Turner, OR",4175150,OR,-122.95177680915909,44.848920656152,3.0,16.0,2764244.5327043366,15710156.515730482
city,"Newark, CA",0650916,CA,-122.03116735777654,37.520407665784454,45.0,310.0,42875461.46555681,311126309.15991527
city,"Larkspur, CA",0640438,CA,-122.5320025151949,37.93902887715119,13.0,87.0,12080804.135000365,87664502.57861252
CDP,"Hauula, HI",1512400,HI,-157.91208214161318,21.61089679978701,5.0,27.0,5060987.621170819,26474053.275298294
town,"Fairfax, CA",0623168,CA,-122.59509659660789,37.98837879148355,8.0,54.0,7452560.92279101,54079599.249562666
city,"Sublimity, OR",4170700,OR,-122.79252197311766,44.82925337033317,4.0,22.0,3849041.24229065,21875430.93111566
city,"Fremont, CA",0626000,CA,-121.98412151080555,37.52786853885526,227.0,1583.0,218711725.55524075,1587084304.5424156
CDP,"Broadmoor, CA",0608338,CA,-122.48119494078631,37.69142779716444,4.0,31.0,4241473.589422696,30778304.84311975
CDP,"Kaaawa, HI",1519550,HI,-157.85321869542878,21.548317894252452,2.0,9.0,1715941.4288309952,8976098.778454205
city,"Silverton, OR",4167650,OR,-122.78063610126972,45.003011309894376,14.0,76.0,13444414.037125353,76409248.99610344
town,"Corte Madera, CA",0616462,CA,-122.51314271825902,37.92371985543278,10.0,67.0,9297462.017530477,67467146.54937394
CDP,"El Granada, CA",0621936,CA,-122.46513495925092,37.51425770388338,6.0,40.0,5527707.451248099,40111876.552143104
CDP,"Kahuku, HI",1522250,HI,-157.94774780814998,21.67907744125219,3.0,17.0,3216625.771792956,16826186.591115154
CDP,"Kentfield, CA",0638114,CA,-122.54965850210641,37.948117153763036,7.0,48.0,6630050.846425581,48111044.846667394
city,"Mount Angel, OR",4150150,OR,-122.7963532062474,45.07029362310762,5.0,28.0,4997130.025841973,28400416.06544462
CDP,"Highlands-Baywood Park, CA",0633633,CA,-122.34477544214548,37.52267116581646,4.0,29.0,4048588.480384388,29378631.696389753
CDP,"Kawela Bay, HI",1532700,HI,-158.00063393911614,21.69956945229039,0.0,2.0,415837.5522469981,2175248.456646065
CDP,"Montara, CA",0648760,CA,-122.49236148614294,37.5482598300213,3.0,21.0,2917262.3486156575,21169149.82023246
CDP,"Lagunitas-Forest Knolls, CA",0639283,CA,-122.69130094158032,38.018025431432235,2.0,13.0,1829910.0240888211,13278764.412759723
CDP,"Laie, HI",1543250,HI,-157.92835351396081,21.644167981473352,8.0,41.0,7699109.974690746,40274085.395844065
CDP,"Moss Beach, CA",0649446,CA,-122.50347293398612,37.51855942370361,3.0,22.0,3108148.6482338794,22554318.58202225
city,"Keizer, OR",4138500,OR,-123.02390923745192,45.002904870591564,57.0,309.0,54571014.93610932,310145928.01954615
CDP,"Pescadero, CA",0656756,CA,-122.37251873453958,37.2507515171175,1.0,5.0,647614.2521078951,4699420.720627144
city,"Gervais, OR",4128650,OR,-122.89617380553548,45.107778983238596,4.0,21.0,3751895.2682978455,21323316.804364752
CDP,"Lucas Valley-Marinwood, CA",0644399,CA,-122.57653144436401,38.04049988227247,6.0,45.0,6185315.750456424,44883819.19747128
CDP,"Makaha, HI",1547450,HI,-158.21043401913056,21.47349688564074,11.0,54.0,10158666.791069314,53140040.23794771
CDP,"Loma Mar, CA",0642384,CA,-122.3006846977452,37.265797748982436,0.0,1.0,113932.13694490747,826749.9415918123
city,"Aumsville, OR",4103250,OR,-122.86881263768316,44.84545498847366,5.0,29.0,5176702.886858974,29420990.663378123
CDP,"Makaha Valley, HI",1547560,HI,-158.18530451360172,21.48423588989659,2.0,9.0,1645004.4346241544,8605026.982908702
CDP,"Muir Beach, CA",0649950,CA,-122.5861895711327,37.865467663238626,0.0,2.0,314812.4836635601,2284440.628082639
CDP,"Mililani Town, HI",1551050,HI,-158.01464079068143,21.446501825021528,35.0,178.0,33537298.588720407,175433788.0285052
town,"Woodside, CA",0686440,CA,-122.25908234619287,37.42216165448938,6.0,39.0,5371800.3164813835,38980534.52680694
CDP,"San Geronimo, CA",0667070,CA,-122.6632587979946,38.006710012719466,0.0,3.0,450731.5242294147,3270738.804016731
CDP,"Rickreall, OR",4161800,OR,-123.23435992951154,44.931893932904785,0.0,1.0,116280.78705199287,660863.8789897275
CDP,"Mokuleia, HI",1552550,HI,-158.14775957840467,21.577309647614427,2.0,12.0,2219838.698024417,11611988.084742969
city,"San Carlos, CA",0665070,CA,-122.26791663351632,37.498273876256604,30.0,209.0,28815836.004671205,209102465.4904976
CDP,"Santa Venetia, CA",0670154,CA,-122.50338573686568,38.005481462112364,5.0,32.0,4397380.724189412,31909646.868455913
CDP,"Punaluu, HI",1566500,HI,-157.89060292968108,21.581160404728983,1.0,7.0,1397948.0065244674,7312673.488077803
CDP,"Fort Hill, OR",4126400,OR,-123.56048304099393,45.06712447279357,0.0,1.0,200179.58277305102,1137689.7157291512
CDP,"Brooks, OR",4108750,OR,-122.95747882118522,45.050805577566926,1.0,3.0,596123.022228571,3387973.050516958
city,"Redwood City, CA",0660102,CA,-122.22476761616142,37.50091452830406,81.0,563.0,77734697.75185832,564082782.5171295
CDP,"Pupukea, HI",1566800,HI,-158.04416432398085,21.650504681119536,6.0,30.0,5582007.613103822,29199511.63568424
CDP,"Stinson Beach, CA",0674172,CA,-122.64510140961342,37.90509635565484,1.0,5.0,637620.2050074647,4626898.795926108
CDP,"Four Corners, OR",4126750,OR,-122.97219114391199,44.92968819564194,25.0,134.0,23638853.671582345,134347770.84272182
city,"Menlo Park, CA",0646870,CA,-122.16764611907853,37.46822957028957,34.0,235.0,32417690.57966635,235239367.152751
CDP,"Schofield Barracks, HI",1569050,HI,-158.0617844361436,21.493605958792326,21.0,107.0,20125314.477130454,105275627.5120912
CDP,"Hayesville, OR",4132850,OR,-122.97391727816388,44.97935437327361,31.0,167.0,29532376.093812466,167842694.5322771
CDP,"Wahiawa, HI",1572650,HI,-158.01999413618643,21.500388355414188,23.0,115.0,21750750.085766513,113778289.86174597
city,"Foster City, CA",0625338,CA,-122.26677481565346,37.55543294525199,32.0,225.0,31136453.741391163,225942056.40607816
CDP,"Waialua, HI",1574000,HI,-158.1198225635263,21.565712480678847,5.0,25.0,4676949.411154474,24465147.347689867
CDP,"Tamalpais-Homestead Valley, CA",0677805,CA,-122.53851434297967,37.87922474660974,11.0,79.0,10854534.555777544,78766062.41779537
CDP,"Waianae, HI",1574450,HI,-158.17586972579534,21.456817011544537,18.0,90.0,16949049.408937942,88660567.97706227
